college,college_name,zip,county,mean_students_per_cohort,ec_own_ses_college,ec_own_ses_se_college,ec_parent_ses_college,ec_parent_ses_se_college,ec_high_own_ses_college,ec_high_own_ses_se_college,ec_high_parent_ses_college,ec_high_parent_ses_se_college,exposure_own_ses_college,exposure_parent_ses_college,bias_own_ses_college,bias_parent_ses_college,bias_high_own_ses_college,bias_high_parent_ses_college,clustering_college,support_ratio_college,volunteering_rate_college,ec_parent_ses_college_quartile,bias_own_ses_college_quartile,change_ses
100200,Alabama A & M University,35762,1089,943.6666666666666,0.85677999,0.022329999,0.67628998,0.03241,1.12202,0.021679999,0.74225998,0.034979999,0.84662002,0.65090001,-0.012,-0.039000001,-0.32528999,-0.14036,0.2447,0.99483001,0.032559998,1,2,0.64387998
100300,Faulkner University,36109,1101,227.6666666666667,1.30964,0.048689999,1.26671,0.058120001,1.5463901,0.037610002,1.34606,0.051339999,1.2377599,1.20183,-0.05807,-0.05398,-0.24935,-0.12001,0.40753999,0.99480999,0.033360001,3,1,1.208589999
100400,University of Montevallo,351156,1117,494,1.42378,0.030400001,1.15413,0.03638,1.57365,0.02317,1.24102,0.033950001,1.41664,1.17101,-0.00504,0.01442,-0.11083,-0.05979,0.30921,0.99682999,0.095660001,3,2,1.11775
100500,Alabama State University,36104,1101,,0.77916002,0.019370001,0.67089999,0.030379999,1.04811,0.01959,0.73655999,0.03201,0.75161999,0.65297002,-0.03664,-0.02747,-0.39447999,-0.12802,0.23221999,0.99484998,0.021500001,1,1,0.640519991
100700,Central Alabama Community College,35010,1123,,0.72741997,0.035039999,0.77237999,0.044969998,0.98887998,0.037769999,0.86874998,0.04984,0.76578999,0.76786,0.050099999,-0.00589,-0.29133001,-0.13139001,0.34103999,0.99270999,0.02922,1,4,0.727409992
100800,Athens State University,35611,1083,,1.32309,0.070260003,,,1.46812,0.056600001,,,1.2751,,-0.037629999,,-0.15138,,0.24865,0.83389002,0.055300001,,1,0
100900,Auburn University,36849,1081,3839,1.5046999,0.01476,1.47306,0.01575,1.75911,0.00692,1.58979,0.01147,1.5608799,1.49203,0.03599,0.01271,-0.127,-0.065520003,0.20982,0.99496001,0.046130002,4,4,1.45731
101200,Birmingham-Southern College,35254,1073,288.6666666666667,1.65549,0.033709999,1.5300699,0.04146,1.76516,0.02324,1.53643,0.036839999,1.64237,1.51515,-0.00799,-0.00984,-0.074770004,-0.01405,0.43842,0.99803001,0.088660002,4,2,1.4886099
101300,John C Calhoun State Community College,35671,1083,1604.333333333333,0.85263997,0.02059,0.95345998,0.0264,1.09979,0.019619999,1.10506,0.02626,0.89451998,1.01473,0.04682,0.060380001,-0.22948,-0.089019999,0.21539,0.97986001,0.0495,2,4,0.92705998
101500,Enterprise State Community College,36330,1031,289,0.74866003,0.049789999,0.87146997,0.065970004,0.98686999,0.05192,0.94951999,0.068939999,0.83082002,0.84570003,0.098889999,-0.030470001,-0.18783,-0.12277,0.28896999,0.98071003,0.045839999,1,4,0.805499966
101600,University of North Alabama,35632,1077,806,1.28521,0.02063,1.0954601,0.024639999,1.49164,0.016380001,1.1947401,0.023290001,1.27221,1.08496,-0.01022,-0.00968,-0.17248,-0.10119,0.24518,0.99523002,0.0561,2,2,1.070820101
101700,Gadsden State Community College,35903,1055,819.3333333333334,0.74905998,0.02162,0.75398999,0.02722,0.96925998,0.020880001,0.82380003,0.02806,0.76357001,0.75222999,0.018999999,-0.00233,-0.26938,-0.095140003,0.25178,0.98901999,0.067529999,1,3,0.72676999
101800,George C Wallace Community College-Dothan,36303,1045,655,0.82826,0.03125,0.81516999,0.03816,1.14627,0.03088,0.90056002,0.039159998,0.92177999,0.85405999,0.10145,0.045529999,-0.24355,-0.054450002,0.27735999,0.97758001,0.03303,1,4,0.77700999
101900,Huntingdon College,36106,1101,128.6666666666667,1.4523799,0.041340001,1.30642,0.048330002,1.59843,0.033920001,1.35473,0.046080001,1.41497,1.2781399,-0.02644,-0.022129999,-0.12965,-0.059920002,0.48394001,0.99922001,0.046379998,3,1,1.258089998
102000,Jacksonville State University,36265,1015,1154.666666666667,1.23242,0.019640001,1.10955,0.02368,1.4421999,0.01559,1.19055,0.02196,1.20969,1.09375,-0.018789999,-0.01444,-0.19221,-0.088500001,0.25791001,0.99482,0.055459999,2,2,1.08587
102200,Jefferson State Community College,35215,1073,1268.666666666667,0.97117001,0.030029999,0.87146002,0.036079999,1.30592,0.026149999,1.0288399,0.035950001,1.07461,0.90556997,0.096249998,0.037670001,-0.21525,-0.13613001,0.20487,0.93842,0.048459999,1,4,0.835380021
102300,Judson College,36756,1105,,,,,,,,,,,,,,,,0.65517467,0.99900699,0.067542553,,,0
102400,University of West Alabama,35470,1119,335,1.09048,0.035459999,0.79418999,0.04205,1.34566,0.030619999,0.92988998,0.044629999,1.0996799,0.83551002,0.00837,0.049449999,-0.22368,-0.11296,0.38264999,0.99791998,0.037760001,1,3,0.75213999
102600,Marion Military Institute,36756,1105,,1.27651,0.061980002,1.11689,0.077179998,1.37782,0.056880001,1.15302,0.074369997,1.29571,1.15242,0.01482,0.03083,-0.063359998,-0.00052,0.53750998,0.99831003,0.054030001,2,3,1.039710002
102800,Miles College,35064,1073,,0.69805002,0.032299999,0.53021002,0.04569,0.87055999,0.03458,0.55783999,0.050799999,0.64133,0.50906998,-0.088440001,-0.041529998,-0.35743001,-0.095810004,0.34171,0.99515003,0.02963,1,1,0.48452002
102900,University of Mobile,36613,1097,189.5,1.4921499,0.041409999,1.35408,0.04634,1.63763,0.02949,1.38177,0.041639999,1.4340301,1.26875,-0.04053,-0.067259997,-0.14198001,-0.089079998,0.40327999,0.99759001,0.045559999,3,1,1.30774
103000,Bishop State Community College,36603,1097,641.6666666666666,0.38955,0.0231,0.48662999,0.040929999,0.58345002,0.034279998,0.65306997,0.05418,0.44018999,0.58346999,0.11505,0.16598,-0.32541999,-0.11928,0.19070999,0.98635,0.02454,1,4,0.445699991
103100,Northeast Alabama Community College,35986,1071,294.5,0.74093002,0.026699999,0.66996998,0.033039998,0.91159999,0.02702,0.70923001,0.0341,0.72733998,0.65956002,-0.018689999,-0.015790001,-0.25332999,-0.075300001,0.28022,0.99607003,0.039799999,1,2,0.636929982
103300,Oakwood University,35896,1089,,1.47346,0.030649999,1.11614,0.04679,1.53231,0.02482,1.15464,0.045359999,1.4252599,1.1292599,-0.033810001,0.01162,-0.075110003,-0.02248,0.42829999,0.99887002,0.092479996,2,1,1.06935
103600,Samford University,35229,1073,632,1.7046601,0.02376,1.60338,0.025800001,1.82348,0.01345,1.64492,0.022740001,1.70297,1.61783,-0.00099,0.00893,-0.070759997,-0.01674,0.32558,1,0.056910001,4,3,1.577579999
104000,Southern Union State Community College,36276,1111,880,0.69380999,0.023399999,0.81918001,0.032000002,0.96957999,0.02595,1.00247,0.033270001,0.75211,0.88116997,0.077529997,0.070349999,-0.28913,-0.13765,0.28636,0.99190998,0.03176,1,4,0.787180008
104100,Spring Hill College,36608,1097,231.3333333333333,1.5201,0.035909999,1.26921,0.050030001,1.70994,0.024040001,1.35877,0.042649999,1.5063601,1.30708,-0.00912,0.02898,-0.13514,-0.039549999,0.43505999,0.99976999,0.07762,3,2,1.219179999
104400,Stillman College,35401,1125,211.5,1.02073,0.045279998,0.64317,0.062770002,1.16632,0.04386,0.70011002,0.066550002,0.95212001,0.62006998,-0.072059996,-0.037250001,-0.22497,-0.12909,0.46823999,0.99831998,0.037009999,1,1,0.580399998
104600,Talladega College,35160,1121,,0.73113,0.042160001,0.52792001,0.071369998,0.87759,0.045570001,0.54031003,0.081079997,0.74177998,0.53307998,0.01435,0.00969,-0.1831,-0.01355,0.49786001,0.99822998,0.033459999,1,3,0.456550012
104700,Troy University,36082,1109,1424,1.16417,0.019379999,1.09396,0.02286,1.4737,0.01453,1.26553,0.019780001,1.2034301,1.1257,0.03263,0.028200001,-0.22458,-0.12421,0.25163001,0.99482,0.0436,2,4,1.0711
105000,Tuskegee University,36088,1087,522.6666666666666,1.26482,0.02785,0.94705999,0.039239999,1.41397,0.023320001,0.98372,0.038079999,1.21698,0.91347998,-0.039310001,-0.036770001,-0.16187,-0.076889999,0.38640001,1,0.036180001,2,1,0.907819991
105100,The University of Alabama,35487,1125,2843.666666666667,1.3651,0.01482,1.25572,0.017270001,1.76917,0.00647,1.5481499,0.01116,1.52803,1.38617,0.10663,0.094109997,-0.15781,-0.11685,0.20902,0.99241,0.04933,3,4,1.238449999
105200,University of Alabama at Birmingham,35294,1073,1373.333333333333,1.32928,0.020810001,1.17149,0.02469,1.61756,0.01395,1.3208899,0.02114,1.3869801,1.19107,0.0416,0.01644,-0.16625001,-0.109,0.21042,0.98268998,0.067929998,3,4,1.1468
105500,University of Alabama in Huntsville,35899,1089,636.3333333333334,1.41845,0.0285,1.34578,0.035050001,1.56536,0.022329999,1.4184099,0.02984,1.3693,1.32909,-0.0359,-0.01256,-0.14318,-0.067199998,0.25371999,0.98575002,0.073629998,3,1,1.310729999
105700,University of South Alabama,36688,1097,1342,1.1823601,0.018340001,1.10579,0.02224,1.46131,0.01427,1.23987,0.020330001,1.22013,1.12237,0.030959999,0.01476,-0.19766,-0.10469,0.20663001,0.9892,0.04538,2,4,1.08355
105900,Lawson State Community College,35221,1073,,0.43255001,0.02369,0.40288001,0.03895,0.63911998,0.031830002,0.45499,0.052930001,0.46650001,0.45612001,0.072779998,0.11671,-0.37002,0.00249,0.19828001,0.98180002,0.03018,1,4,0.36393001
106000,Coastal Alabama Community College,36507,1003,635.5,0.82161999,0.027380001,0.74761999,0.034019999,1.03624,0.02626,0.87440002,0.036570001,0.83701003,0.81585997,0.01839,0.083630003,-0.23802,-0.07175,0.26938999,0.97674,0.037760001,1,3,0.713599991
106100,Alaska Pacific University,99508,2020,,,,,,,,,,,,,,,,0.57892877,0.9959287,0.13093886,,,0
106300,University of Alaska Fairbanks,99775,2090,3342.666666666667,1.49155,0.02987,1.4486099,0.034850001,1.63845,0.021090001,1.4766999,0.027829999,1.5015399,1.4030499,0.00666,-0.032469999,-0.091179997,-0.05249,0.23201001,0.98381001,0.11557,4,3,1.413759899
106500,University of Alaska Southeast,99801,2110,3342.666666666667,1.40318,0.055920001,1.3565,0.064280003,1.58448,0.036529999,1.42083,0.050840002,1.33,1.2690001,-0.055029999,-0.068949997,-0.19134,-0.11965,0.33574,0.99138999,0.088079996,3,1,1.292219997
107100,Arizona Western College,85365,4027,765.6666666666666,0.98345,0.023019999,0.64486003,0.03052,1.17316,0.020609999,0.86278999,0.034589998,0.99400997,0.69392002,0.01063,0.070710003,-0.18023001,-0.24336,0.18952,0.98657,0.030610001,1,3,0.61434003
107200,Cochise County Community College District,85635,4003,682.6666666666666,0.96073002,0.03455,0.75993001,0.041170001,1.17769,0.031970002,0.89661002,0.044330001,1.03702,0.84377998,0.073569998,0.099370003,-0.13564,-0.06261,0.26718,0.97808999,0.05985,1,4,0.718760009
107300,Eastern Arizona College,85552,4009,453.6666666666667,1.22903,0.034079999,1.07195,0.038929999,1.55562,0.02286,1.22144,0.035670001,1.2954201,1.09268,0.05125,0.01897,-0.20087001,-0.11784,0.3053,0.99511999,0.051729999,2,4,1.033020001
107600,Glendale Community College,85302,4013,13666.66666666667,1.0878,0.023870001,0.99984998,0.02956,1.29414,0.020889999,1.1603301,0.02706,1.13123,1.01507,0.038389999,0.01499,-0.14401001,-0.14309999,0.17709,0.91099,0.029060001,2,4,0.97028998
107700,Mesa Community College,85202,4013,13666.66666666667,1.2137901,0.027310001,1.06259,0.03215,1.4599299,0.02193,1.25115,0.0296,1.28301,1.12356,0.053950001,0.054269999,-0.13789999,-0.11356,0.16924,0.90355998,0.04476,2,4,1.03044
107800,Phoenix College,85013,4013,13666.66666666667,0.76808,0.03119,0.47507,0.04397,0.92383999,0.03207,0.71719998,0.054019999,0.80206001,0.56300002,0.042369999,0.15617,-0.15183,-0.2739,0.1644,0.86829001,0.03028,1,4,0.4311
107900,Yavapai College,86301,4025,505.6666666666667,0.98979998,0.032480001,0.79527998,0.037220001,1.24538,0.02902,0.88617003,0.037360001,1.04487,0.81515002,0.05271,0.02437,-0.19191,-0.087130003,0.23810001,0.97992998,0.053690001,1,4,0.758059979
108100,Arizona State University Campus Immersion,85287,4013,12056,1.6007299,0.01514,1.36075,0.01715,1.79284,0.00796,1.5273,0.01253,1.6346999,1.40581,0.02077,0.032060001,-0.09674,-0.08642,0.17369001,0.96845001,0.055720001,3,3,1.3436
108200,Northern Arizona University,86011,4005,12056,1.6415,0.017729999,1.3823,0.021190001,1.75203,0.01148,1.47852,0.017039999,1.61847,1.40175,-0.01423,0.01387,-0.082520001,-0.05477,0.18376,0.97359002,0.068109997,4,2,1.361109999
108300,University of Arizona,85721,4019,12056,1.51406,0.01564,1.28475,0.018959999,1.7974401,0.00734,1.56335,0.01297,1.62682,1.4212199,0.069320001,0.096029997,-0.10488,-0.10001,0.19425,0.98435003,0.056620002,3,4,1.265790001
108500,University of Arkansas at Monticello,71656,5043,434.6666666666667,0.96789002,0.02699,0.80089003,0.034910001,1.14702,0.02593,0.89635003,0.03664,0.98721999,0.80707997,0.01957,0.00767,-0.16188,-0.11061,0.31066999,0.99751002,0.05068,1,3,0.765980029
108600,University of Arkansas at Pine Bluff,71601,5069,596.6666666666666,0.97738999,0.02507,0.65035999,0.037390001,1.0957,0.024250001,0.72307998,0.039730001,0.92287999,0.63910002,-0.05906,-0.01761,-0.18726,-0.13139001,0.31964999,0.99743003,0.024870001,1,1,0.612969989
108700,Arkansas Baptist College,72202,5119,,0.58318001,0.059300002,,,0.60760999,0.068209998,,,0.61074001,,0.045120001,,0.00511,,0.39396,0.98145002,0.01526,,4,0
108800,Lyon College,72501,5063,,1.44017,0.04862,1.1327,0.063950002,1.49957,0.044410001,1.13243,0.061790001,1.39121,1.02349,-0.035190001,-0.10671,-0.077890001,-0.10644,0.51814002,0.99919999,0.074210003,2,1,1.068749998
108900,Arkansas Tech University,72801,5115,951,1.17919,0.018440001,0.86069,0.022949999,1.32198,0.01637,0.95248997,0.02245,1.17572,0.85267001,-0.00296,-0.00941,-0.12441,-0.11707,0.23732001,0.99225998,0.089230001,1,2,0.837740001
109000,Arkansas State University,72401,5031,1956.666666666667,1.21556,0.01684,0.95050001,0.02049,1.3645,0.01398,1.05357,0.01983,1.2218,0.92575997,0.00511,-0.02672,-0.11679,-0.13806,0.23678,0.99568999,0.06146,2,3,0.93001001
109100,Arkansas State University-Beebe,72012,5145,644.6666666666666,1.0180399,0.032669999,0.75620002,0.038869999,1.1187299,0.030619999,0.80132997,0.04126,1.0220701,0.75455999,0.00394,-0.00217,-0.094580002,-0.061969999,0.26429,0.98290002,0.067550004,1,3,0.717330021
109200,University of Central Arkansas,72035,5045,1487.666666666667,1.38012,0.01691,1.05094,0.021910001,1.51931,0.01321,1.1612,0.02028,1.36838,1.04896,-0.00858,-0.00188,-0.11029,-0.107,0.21446,0.99158001,0.080030002,2,2,1.029029999
109300,Central Baptist College,72034,5045,,1.40439,0.064630002,1.21866,0.078149997,1.49454,0.054839998,1.21155,0.07361,1.3286999,1.06618,-0.05697,-0.14301001,-0.12482,-0.13634001,0.48785001,0.99728,0.06295,3,1,1.140510003
109400,University of the Ozarks,72830,5071,107,1.38241,0.047479998,1.04637,0.064889997,1.44543,0.04349,1.08293,0.063139997,1.3213,0.98584998,-0.046250001,-0.061390001,-0.093939997,-0.098480001,0.50792998,0.99830002,0.10029,2,1,0.981480003
109500,Crowley's Ridge College,72450,5055,,,,,,,,,,,,,,,,0.62088263,0.9984026,0.033183269,,,0
109700,Harding University,72149,5145,790,1.6883301,0.01877,1.47255,0.02135,1.75595,0.01262,1.51282,0.0188,1.6645,1.46463,-0.01432,-0.00541,-0.05494,-0.032900002,0.28399,0.99814999,0.051070001,4,2,1.4512
109800,Henderson State University,71999,5019,503.6666666666667,1.15391,0.025690001,0.93409002,0.031989999,1.28268,0.02306,1.00713,0.032579999,1.15911,0.92719001,0.00448,-0.00744,-0.10662,-0.086220004,0.29482001,0.99542999,0.054590002,2,3,0.902100021
109900,Hendrix College,72032,5045,223.5,1.6997,0.028179999,1.40532,0.042309999,1.7263401,0.02244,1.4506,0.03858,1.668,1.39985,-0.018999999,-0.00391,-0.034979999,-0.036260001,0.39692,0.99979001,0.19647001,4,2,1.363010001
110000,John Brown University,72761,5007,234.5,1.62193,0.034120001,1.34095,0.041930001,1.70745,0.0265,1.42521,0.03754,1.62072,1.35457,-0.00075,0.01006,-0.053520001,-0.05215,0.34606999,0.99871999,0.060059998,3,3,1.299019999
110100,University of Arkansas at Little Rock,72204,5119,800.3333333333334,1.12841,0.02534,0.93558002,0.035119999,1.2982301,0.022190001,1.08241,0.033100002,1.15163,0.97346002,0.020160001,0.038910002,-0.12729999,-0.11192,0.2155,0.97529,0.073169999,2,3,0.900460021
110200,Ouachita Baptist University,71998,5019,297.5,1.6684099,0.025869999,1.46003,0.034000002,1.72261,0.02031,1.48908,0.031500001,1.62927,1.45207,-0.024019999,-0.00548,-0.057289999,-0.025490001,0.41510999,0.99979001,0.066200003,4,1,1.426029998
110300,Philander Smith College,72202,5119,110.6666666666667,1.09802,0.05085,0.71469003,0.071209997,1.14604,0.047460001,0.74436998,0.073530003,1.02274,0.68188,-0.07361,-0.048110001,-0.12057,-0.091640003,0.49702999,0.99721003,0.041189998,1,1,0.643480033
110400,Phillips Community College of the University of Arkansas,72342,5107,258,0.60799003,0.042939998,0.46555999,0.053550001,0.72812003,0.045480002,0.49653,0.06312,0.62502003,0.498,0.027240001,0.065140001,-0.16497,0.00295,0.47165999,0.99773002,0.032839999,1,4,0.412009989
110600,Williams Baptist University,72476,5075,106.6666666666667,1.4056,0.054960001,0.93325001,0.070749998,1.4735399,0.048459999,0.96385002,0.06978,1.33402,0.92505997,-0.053660002,-0.00886,-0.10459,-0.04194,0.51642001,0.99950999,0.058200002,2,1,0.862500012
110700,Southern Arkansas University Main Campus,71753,5027,491.3333333333333,1.13258,0.026350001,0.84960997,0.033039998,1.2991101,0.02351,0.96502,0.033519998,1.14042,0.85974997,0.00687,0.01179,-0.13914999,-0.12244,0.31830999,0.99782997,0.10193,1,3,0.816569972
110800,University of Arkansas,72701,5143,2286,1.59763,0.01253,1.34654,0.015769999,1.71321,0.00794,1.49865,0.0127,1.60616,1.3939199,0.00532,0.033989999,-0.066650003,-0.075130001,0.21636,0.99423999,0.06397,3,3,1.330770001
110900,University of Arkansas for Medical Sciences,72205,5119,,,,,,,,,,,,,,,,0.34302229,0.84930384,0.065153599,,,0
111000,University of Arkansas-Fort Smith,72913,5131,972.6666666666666,1.16399,0.02062,0.79841,0.0251,1.2678,0.01856,0.89595997,0.025669999,1.15461,0.79136002,-0.00812,-0.0089,-0.098030001,-0.13217001,0.23018999,0.99636,0.066540003,1,2,0.77331
111100,Allan Hancock College,93454,6083,1220,1.13665,0.02534,1.0051,0.036049999,1.4261301,0.018340001,1.25471,0.032559998,1.17272,1.08726,0.03076,0.075570002,-0.21608999,-0.15401,0.20046,0.98632002,0.042309999,2,4,0.969050001
111300,Antelope Valley College,93536,6037,1904.666666666667,1.01572,0.02544,0.94726002,0.035659999,1.2594,0.021950001,1.17092,0.031970002,1.0569299,1.01679,0.038989998,0.06837,-0.19156,-0.15159,0.1726,0.95093,0.03669,2,4,0.911600021
111600,Art Center College of Design,91103,6037,109.5,1.81907,0.034589998,,,1.8643399,0.02141,,,1.81748,,-0.00088,,-0.02579,,0.34191999,0.99387002,0.03692,,3,0
111700,Azusa Pacific University,91702,6037,647,1.82262,0.01977,1.614,0.024359999,1.87456,0.01138,1.6504101,0.019859999,1.8078001,1.6239901,-0.0082,0.00615,-0.036929999,-0.01627,0.22457001,0.99552,0.052999999,4,2,1.589640001
111800,Bakersfield College,93305,6029,8556.333333333334,0.94253999,0.020129999,0.89344001,0.029449999,1.2568001,0.01726,1.18617,0.02664,1.03102,0.98321003,0.085809998,0.091310002,-0.21899,-0.20642,0.16274001,0.94810998,0.062830001,2,4,0.863990011
112200,Biola University,90639,6037,535,1.83643,0.018759999,1.66391,0.02609,1.8744299,0.01188,1.7036999,0.02014,1.81888,1.64969,-0.00965,-0.00862,-0.030540001,-0.032740001,0.22297999,0.99656999,0.046149999,4,2,1.63782
112400,Cabrillo College,95003,6087,1641,1.15564,0.02812,1.17142,0.04115,1.49181,0.02022,1.40757,0.032639999,1.2929,1.28195,0.10616,0.086220004,-0.15385,-0.097989999,0.21744999,0.98025,0.059039999,3,4,1.13027
112500,California Baptist University,92504,6065,197.3333333333333,1.73675,0.02801,1.61243,0.035920002,1.81111,0.01764,1.65274,0.025529999,1.69496,1.59014,-0.02465,-0.01402,-0.068520002,-0.03937,0.24004,0.98826998,0.035190001,4,1,1.576509998
112700,California College of the Arts,94107,6075,123.6666666666667,1.76177,0.04936,,,1.812,0.033500001,,,1.76089,,-0.0005,,-0.02902,,0.38891,0.99567997,0.067550004,,3,0
113100,California Institute of Technology,91125,6037,190.6666666666667,1.8407,0.02878,1.52456,0.05136,1.87569,0.018780001,1.5323499,0.04981,1.8168,1.5373501,-0.01315,0.00832,-0.03241,0.00325,0.44115999,0.99782002,0.049169999,4,2,1.4732
113200,California Institute of the Arts,91355,6037,122.6666666666667,1.82342,0.040619999,,,1.8353601,0.02372,,,1.76967,,-0.030379999,,-0.03712,,0.47420999,1,0.10207,,1,0
113300,California Lutheran University,91360,6111,300,1.84606,0.026699999,1.57139,0.042100001,1.88526,0.01719,1.60576,0.033489998,1.81082,1.57601,-0.01946,0.00293,-0.041110002,-0.01888,0.29598001,0.99650002,0.06154,4,2,1.529289999
113400,California State University Maritime Academy,94590,6095,92,1.67606,0.04019,1.46042,0.061190002,1.70442,0.033160001,1.47834,0.05607,1.64952,1.5172499,-0.01609,0.037459999,-0.03328,0.02564,0.42146,1,0.073490001,4,2,1.399229998
113700,California State University-Fullerton,92831,6059,2374,1.65337,0.021229999,1.2544399,0.02698,1.80777,0.01267,1.49154,0.02055,1.691,1.3473001,0.02225,0.06893,-0.069049999,-0.10706,0.19234,0.94976002,0.04888,3,3,1.2274599
113800,California State University-East Bay,94542,6001,696.6666666666666,1.63469,0.032669999,1.11992,0.04417,1.77056,0.02083,1.26992,0.039209999,1.69725,1.16238,0.03686,0.036529999,-0.043200001,-0.09251,0.23788001,0.95490003,0.045120001,2,4,1.07575
113900,California State University-Long Beach,90840,6037,2863.666666666667,1.6815,0.01953,1.2600501,0.026350001,1.79335,0.0115,1.45778,0.02052,1.6953599,1.29284,0.00817,0.02537,-0.057799999,-0.12758,0.20130999,0.96662998,0.070660003,3,3,1.233700099
114000,California State University-Los Angeles,90032,6037,1179.666666666667,1.28328,0.030610001,0.80382001,0.04025,1.57103,0.02321,0.98260999,0.04239,1.36821,0.78298998,0.06208,-0.02661,-0.14823,-0.25494999,0.20892,0.8969,0.03895,1,4,0.76357001
114100,California State University-Dominguez Hills,90747,6037,451.3333333333333,1.36175,0.039840002,0.79067999,0.05449,1.55896,0.031270001,1.09109,0.05878,1.35586,0.88454002,-0.00435,0.10611,-0.1498,-0.23351,0.22943,0.90441,0.034000002,1,2,0.73618999
114200,California State University-San Bernardino,92407,6071,1151.666666666667,1.40584,0.02812,1.04835,0.03709,1.60511,0.02128,1.24005,0.033500001,1.43318,1.08119,0.019069999,0.030379999,-0.11997,-0.14692999,0.21537,0.93721002,0.033829998,2,3,1.01126
114300,California Polytechnic State University-San Luis Obispo,93407,6079,2887.666666666667,1.84725,0.01227,1.6115,0.01723,1.90038,0.00653,1.69192,0.01296,1.8366899,1.6475199,-0.00575,0.02186,-0.034669999,-0.02695,0.18993001,0.99248999,0.070459999,4,2,1.59427
114400,California State Polytechnic University-Pomona,91768,6037,2195.333333333333,1.74418,0.021779999,1.33714,0.030379999,1.83242,0.01409,1.4466701,0.024590001,1.74014,1.3365099,-0.00232,-0.00047,-0.053029999,-0.082419999,0.21295001,0.96767998,0.0462,3,3,1.306760001
114600,California State University-Chico,95929,6007,1895.333333333333,1.52596,0.019850001,1.36244,0.02537,1.7488199,0.01138,1.54319,0.018340001,1.59661,1.4368,0.04425,0.051750001,-0.09533,-0.074040003,0.20835,0.98672998,0.057429999,3,4,1.33707
114700,California State University-Fresno,93740,6019,1656.333333333333,1.16344,0.019130001,1.0835,0.02836,1.55296,0.01297,1.4757,0.020810001,1.2759399,1.2194999,0.088169999,0.11152,-0.21710999,-0.21009,0.19903,0.96543998,0.041809998,2,4,1.05514
114900,Humboldt State University,95521,6023,736.6666666666666,1.2668999,0.0252,1.26805,0.03695,1.41918,0.021579999,1.3667099,0.031690001,1.32148,1.28969,0.041299999,0.01678,-0.073940001,-0.059719998,0.21056999,0.97728002,0.1055,3,4,1.2311
115000,California State University-Sacramento,95819,6067,2041.333333333333,1.45081,0.02036,1.2447,0.026830001,1.6362,0.01438,1.4127001,0.022500001,1.46659,1.29581,0.01076,0.039450001,-0.11565,-0.090209998,0.20374,0.95363998,0.053259999,3,3,1.217869999
115100,San Diego State University,92182,6073,3196.333333333333,1.63794,0.019579999,1.37872,0.02334,1.81708,0.00976,1.55114,0.017410001,1.68756,1.43689,0.0294,0.040479999,-0.076750003,-0.079510003,0.19815999,0.97324997,0.070830002,4,4,1.35538
115300,California State University-Northridge,91330,6037,2348.666666666667,1.49511,0.02165,1.0974,0.02792,1.72509,0.01323,1.32198,0.023259999,1.5645,1.12393,0.044360001,0.023600001,-0.10264,-0.17622,0.19248,0.95187002,0.04645,2,4,1.06948
115400,San Francisco State University,94132,6075,1854.666666666667,1.7986,0.021369999,1.23326,0.03035,1.8589,0.01297,1.45046,0.024560001,1.79173,1.30126,-0.00383,0.05226,-0.037489999,-0.11466,0.18105,0.94353002,0.082170002,3,2,1.20291
115500,San Jose State University,95192,6085,2182.333333333333,1.80081,0.01835,1.27333,0.02534,1.86184,0.01086,1.47047,0.020579999,1.79567,1.3017,-0.00286,0.0218,-0.036850002,-0.12966,0.19102,0.96621001,0.063419998,3,2,1.24799
115600,Sonoma State University,94928,6097,907.6666666666666,1.73276,0.02275,1.51359,0.02912,1.84935,0.01261,1.61668,0.021029999,1.74628,1.52846,0.00774,0.00972,-0.059020001,-0.057720002,0.24084,0.99074,0.062139999,4,3,1.48447
115700,California State University-Stanislaus,95382,6099,603,1.49327,0.03035,1.2771699,0.043140002,1.6312,0.02214,1.42506,0.034219999,1.4449199,1.24887,-0.033459999,-0.02266,-0.12892,-0.14108001,0.23327,0.96588999,0.039999999,3,1,1.234029898
116100,Cerritos College,90650,6037,3216,1.05855,0.030780001,0.83389002,0.0416,1.2843601,0.02723,0.99676001,0.044380002,1.09619,0.81737,0.034329999,-0.02021,-0.17166001,-0.21947999,0.18508001,0.86575001,0.025250001,1,4,0.79229002
116200,Chabot College,94545,6001,2381.666666666667,1.44391,0.037519999,0.85633999,0.046459999,1.66308,0.02355,0.99959999,0.04465,1.53687,0.90448999,0.060490001,0.053240001,-0.082120001,-0.10515,0.20835,0.93585002,0.035270002,1,4,0.809879991
116300,Chaffey College,91737,6071,2802.666666666667,1.23039,0.0296,1.14387,0.041439999,1.42072,0.023779999,1.23762,0.035360001,1.26634,1.12023,0.02839,-0.0211,-0.1219,-0.10479,0.17364,0.88435,0.027799999,3,4,1.102430001
116400,Chapman University,92866,6059,603,1.90175,0.01612,1.69179,0.02049,1.92381,0.0084,1.70868,0.017659999,1.88527,1.6797,-0.00874,-0.0072,-0.02045,-0.01725,0.27487001,0.99956,0.093280002,4,2,1.6713
116600,Citrus College,91741,6037,2030.666666666667,1.2808501,0.0307,1.1339,0.042789999,1.49298,0.02414,1.28146,0.036339998,1.35495,1.1511199,0.05469,0.01496,-0.10187,-0.11323,0.2129,0.92284,0.03101,2,4,1.091110001
